Timestamp,Person Name,Result,Confidence,Blink Detected,Motion Detected
2026-04-16T16:56:00.112203+00:00,Rajesh,SPOOF_DETECTED,0.599,False,False
2026-04-16T16:56:00.793375+00:00,Rajesh,AUTHENTICATED,0.725,True,True
2026-04-16T16:56:23.968356+00:00,Rajesh,SPOOF_DETECTED,0.678,False,True
2026-04-16T16:56:24.411128+00:00,Unknown,UNKNOWN,0.532,True,True
2026-04-16T16:56:24.628136+00:00,Unknown,SPOOF_DETECTED,0.511,False,False
2026-04-16T16:56:25.353784+00:00,Unknown,UNKNOWN,0.492,True,True
2026-04-16T16:56:26.709150+00:00,Rajesh,AUTHENTICATED,0.677,True,True
2026-04-16T16:56:28.047673+00:00,Unknown,UNKNOWN,0.46,True,True
2026-04-16T16:56:28.432158+00:00,Unknown,SPOOF_DETECTED,0.411,False,False
2026-04-16T16:56:29.167403+00:00,Unknown,UNKNOWN,0.431,True,True
2026-04-16T16:56:29.436110+00:00,Unknown,SPOOF_DETECTED,0.366,False,False
2026-04-16T16:56:29.839291+00:00,Unknown,UNKNOWN,0.422,True,True
2026-04-16T16:56:30.058410+00:00,Unknown,SPOOF_DETECTED,0.41,False,False
2026-04-16T16:56:30.421090+00:00,Unknown,UNKNOWN,0.492,True,True
2026-04-16T16:56:30.757963+00:00,Rajesh,AUTHENTICATED,0.688,True,True
2026-04-16T16:56:39.871919+00:00,Rajesh,SPOOF_DETECTED,0.696,False,True
2026-04-16T16:56:40.318565+00:00,Rajesh,AUTHENTICATED,0.684,True,True
2026-04-16T16:56:49.261243+00:00,Rajesh,SPOOF_DETECTED,0.623,True,False
2026-04-16T16:56:50.990659+00:00,Rajesh,AUTHENTICATED,0.692,True,True
2026-04-16T16:57:06.751797+00:00,Rajesh,SPOOF_DETECTED,0.726,False,True
2026-04-16T16:57:21.170353+00:00,Unknown,UNKNOWN,0.516,True,True
2026-04-16T16:57:21.934717+00:00,Rajesh,AUTHENTICATED,0.608,True,True
2026-04-16T16:57:22.404482+00:00,Unknown,UNKNOWN,0.55,True,True
2026-04-16T16:57:22.912850+00:00,Rajesh,AUTHENTICATED,0.657,True,True
2026-04-16T16:57:23.437882+00:00,Rajesh,SPOOF_DETECTED,0.681,False,False
2026-04-16T16:57:23.504815+00:00,Rajesh,AUTHENTICATED,0.681,True,True
2026-04-16T16:57:23.891638+00:00,Unknown,UNKNOWN,0.272,True,True
2026-04-16T16:57:24.837383+00:00,Rajesh,AUTHENTICATED,0.663,True,True
2026-04-16T16:57:27.584077+00:00,Unknown,UNKNOWN,0.464,True,True
2026-04-16T16:57:32.249679+00:00,Rajesh,AUTHENTICATED,0.572,True,True
2026-04-16T16:57:34.048550+00:00,Unknown,UNKNOWN,0.504,True,True
2026-04-16T16:57:35.318117+00:00,Rajesh,AUTHENTICATED,0.568,True,True
2026-04-16T16:57:36.204760+00:00,Unknown,UNKNOWN,0.465,True,True
2026-04-16T16:57:38.072998+00:00,Rajesh,AUTHENTICATED,0.701,True,True
2026-04-16T16:57:39.293544+00:00,Rajesh,SPOOF_DETECTED,0.588,False,False
2026-04-16T16:57:40.119430+00:00,Unknown,SPOOF_DETECTED,0.421,False,False
2026-04-16T16:57:41.058595+00:00,Unknown,SPOOF_DETECTED,0.432,False,False
2026-04-16T16:57:51.126366+00:00,Unknown,UNKNOWN,0.519,True,True
2026-04-16T16:57:58.476826+00:00,Unknown,SPOOF_DETECTED,0.456,True,False
2026-04-16T16:58:18.750258+00:00,Rajesh,AUTHENTICATED,0.705,True,True
2026-04-16T16:58:21.902018+00:00,Rajesh,SPOOF_DETECTED,0.613,False,False
2026-04-16T16:58:22.178239+00:00,Unknown,UNKNOWN,0.325,True,True
2026-04-16T16:58:27.539056+00:00,Unknown,SPOOF_DETECTED,0.431,False,True
2026-04-16T16:58:40.495875+00:00,Rajesh,AUTHENTICATED,0.641,True,True
