Timestamp,Person Name,Result,Confidence,Blink Detected,Motion Detected
2026-04-17T06:48:39.521668+00:00,Unknown,SPOOF_DETECTED,0.381,False,False
2026-04-17T06:48:49.837024+00:00,Unknown,UNKNOWN,0.0,True,True
2026-04-17T06:48:53.989037+00:00,Unknown,SPOOF_DETECTED,0.015,False,False
2026-04-17T06:48:54.072899+00:00,Unknown,UNKNOWN,0.015,True,True
2026-04-17T06:48:57.982227+00:00,Unknown,SPOOF_DETECTED,0.0,False,False
2026-04-17T06:48:58.787819+00:00,Unknown,UNKNOWN,0.238,True,True
2026-04-17T06:49:03.530230+00:00,Unknown,SPOOF_DETECTED,0.13,False,False
2026-04-17T06:49:03.947810+00:00,Unknown,UNKNOWN,0.295,True,True
2026-04-17T06:49:04.020950+00:00,Unknown,SPOOF_DETECTED,0.295,False,False
2026-04-17T06:49:04.132078+00:00,Unknown,UNKNOWN,0.295,True,True
2026-04-17T06:49:05.302566+00:00,Unknown,SPOOF_DETECTED,0.338,False,False
2026-04-17T06:49:06.823816+00:00,Unknown,UNKNOWN,0.02,True,True
2026-04-17T06:49:06.906419+00:00,Unknown,SPOOF_DETECTED,0.02,False,False
2026-04-17T06:49:08.340711+00:00,Unknown,SPOOF_DETECTED,0.0,False,False
2026-04-17T06:49:08.577178+00:00,Unknown,UNKNOWN,0.0,True,True
2026-04-17T06:49:11.133793+00:00,Rajesh,AUTHENTICATED,0.578,True,True
2026-04-17T06:49:12.946123+00:00,Unknown,UNKNOWN,0.537,True,True
2026-04-17T06:49:13.735241+00:00,Rajesh,AUTHENTICATED,0.556,True,True
2026-04-17T06:49:16.490402+00:00,Unknown,SPOOF_DETECTED,0.0,False,False
2026-04-17T06:49:16.609792+00:00,Unknown,UNKNOWN,0.0,True,True
2026-04-17T06:49:18.333780+00:00,Unknown,AUTHENTICATED,0.031,True,True
2026-04-17T06:49:19.178577+00:00,Unknown,UNKNOWN,0.033,True,True
2026-04-17T06:49:19.274576+00:00,Unknown,SPOOF_DETECTED,0.033,False,False
2026-04-17T06:49:19.411298+00:00,Unknown,UNKNOWN,0.033,True,True
2026-04-17T06:49:21.893996+00:00,Unknown,AUTHENTICATED,0.078,True,True
2026-04-17T06:49:23.734039+00:00,Unknown,UNKNOWN,0.001,True,True
2026-04-17T06:49:23.819251+00:00,Unknown,SPOOF_DETECTED,0.001,False,False
2026-04-17T06:49:24.650408+00:00,Unknown,UNKNOWN,0.0,True,True
2026-04-17T06:49:39.118322+00:00,Unknown,SPOOF_DETECTED,0.0,False,False
2026-04-17T06:49:39.665911+00:00,Unknown,UNKNOWN,0.203,True,True
2026-04-17T06:49:40.242119+00:00,Rajesh,AUTHENTICATED,0.562,True,True
2026-04-17T06:49:40.915365+00:00,Unknown,UNKNOWN,0.49,True,True
2026-04-17T06:49:42.209451+00:00,Rajesh,AUTHENTICATED,0.572,True,True
2026-04-17T06:49:42.847162+00:00,Unknown,UNKNOWN,0.461,True,True
2026-04-17T06:49:43.532854+00:00,Rajesh,AUTHENTICATED,0.599,True,True
